System,DF Activated,FountainType,FountainCount,Painted,Filter Installed,Position,Outdoor,GISPropNum,PropertyName,OMPPropID,SubPropertyName,ParkDistrict,Borough,AMPSID,AMPSClass,AMPSStatus,AMPSParentID,AMPSName,CommunityBoard,CouncilDistrict,Precinct,ZIPCode
M144-DF0352,Activated,E,1,TRUE,FALSE,"Under Tree, Near Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN01,East River Park Zone 1,M-03,M,"100,039,900",DRINKFTN,I,M144-ZN01,E-John V. Lindsay East River Park-East River Park Zone 1,103,2,7,10002
M144-DF0353,Activated,E,1,TRUE,FALSE,"Under Tree, Near Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN01,East River Park Zone 1,M-03,M,"100,039,923",DRINKFTN,I,M144-ZN01,E-John V. Lindsay East River Park-East River Park Zone 1,103,2,7,10002
M144-DF0354,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,946",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0355,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,955",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0356,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,918",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0357,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,908",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0358,Activated,E,1,TRUE,FALSE,"Near Ballfield, In Playground",TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,942",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0359,Activated,E,1,TRUE,FALSE,"Near Ballfield, Just Outside Playground",TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,965",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-Zone 2,103,2,7,10002
M144-DF0360,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,897",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0361,Activated,E,1,TRUE,FALSE,Out in Open,TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,919",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0362,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN02,East River Park Zone 2,M-03,M,"100,039,921",DRINKFTN,I,M144-ZN02,E-John V. Lindsay East River Park-East River Park Zone 2,103,2,7,10002
M144-DF0363,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN03,East River Park Zone 3,M-03,M,"100,039,944",DRINKFTN,I,M144-ZN03,E-John V. Lindsay East River Park-East River Park Zone 3,103,2,7,10002
M144-DF0365,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN03,East River Park Zone 3,M-03,M,"100,039,937",DRINKFTN,I,M144-ZN03,E-John V. Lindsay East River Park-East River Park Zone 3,103,2,7,10002
M144-DF0366,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN03,East River Park Zone 3,M-03,M,"100,039,938",DRINKFTN,I,M144-ZN03,A-John V. Lindsay East River Park-East River Park Zone 3,103,2,7,10002
M144-DF0367,Broken,A,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN03,East River Park Zone 3,M-03,M,"100,039,940",DRINKFTN,I,M144-ZN03,A-John V. Lindsay East River Park-East River Park Zone 3,103,2,7,10002
M144-DF0368,Activated,E High Low,2,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN04,East River Park Zone 4,M-03,M,"100,039,963",DRINKFTN,I,M144-ZN04,E High Low-John V. Lindsay East River Park-East River Park Zone 4,103,2,7,10002
M144-DF0369,Activated,C,1,FALSE,FALSE,"Under Tree, Near Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN04,East River Park Zone 4,M-03,M,"100,039,895",DRINKFTN,I,M144-ZN04,C-John V. Lindsay East River Park-East River Park Zone 4,103,2,7,10002
M144-DF0370,Activated,C,1,FALSE,FALSE,"Under Tree, Near Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN04,East River Park Zone 4,M-03,M,"100,039,917",DRINKFTN,I,M144-ZN04,C-John V. Lindsay East River Park-East River Park Zone 4,103,2,7,10002
M144-DF0371,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN04,East River Park Zone 4,M-03,M,"100,039,941",DRINKFTN,I,M144-ZN04,E-John V. Lindsay East River Park-East River Park Zone 4,103,2,7,10002
M144-DF0372,Activated,C,1,FALSE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN04,East River Park Zone 4,M-03,M,"100,039,964",DRINKFTN,I,M144-ZN04,C-John V. Lindsay East River Park-East River Park Zone 4,103,2,7,10002
M144-DF0373,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN04,East River Park Zone 4,M-03,M,"100,039,896",DRINKFTN,I,M144-ZN04,E-John V. Lindsay East River Park-East River Park Zone 4,103,2,9,10002
M144-DF0374,Activated,C,1,FALSE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN04,East River Park Zone 4,M-03,M,"100,039,913",DRINKFTN,I,M144-ZN04,C-John V. Lindsay East River Park-East River Park Zone 4,103,2,9,10002
M144-DF0375,Activated,E,1,TRUE,FALSE,"Near Ballfield, Just Outside Playground",TRUE,M144,John V. Lindsay East River Park,M144-ZN05,East River Park Zone 5,M-03,M,"100,039,959",DRINKFTN,I,M144-ZN05,E-John V. Lindsay East River Park-East River Park Zone 5,103,2,9,10002
M144-DF0388,Activated,E,1,TRUE,TRUE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN05,East River Park Zone 5,M-03,M,"100,039,935",DRINKFTN,I,M144-ZN05,E-John V. Lindsay East River Park-East River Park Zone 5,103,2,9,10002
M144-DF0389,Activated,A,1,TRUE,FALSE,"Under Tree, Near Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN06,East River Park Zone 6,M-03,M,"100,039,957",DRINKFTN,I,M144-ZN06,A-John V. Lindsay East River Park-East River Park Zone 6,103,2,9,10002
M144-DF0390,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN06,East River Park Zone 6,M-03,M,"100,039,987",DRINKFTN,I,M144-ZN06,A-John V. Lindsay East River Park-East River Park Zone 6,103,2,9,10002
M144-DF0391,Activated,A,1,TRUE,FALSE,"Under Tree, Near Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN05,East River Park Zone 5,M-03,M,"100,039,911",DRINKFTN,I,M144-ZN05,A-John V. Lindsay East River Park-East River Park Zone 5,103,2,9,10002
M144-DF0392,Activated,D,1,FALSE,FALSE,"Just Outside Playground, Near Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN06,East River Park Zone 6,M-03,M,"100,039,936",DRINKFTN,I,M144-ZN06,D-John V. Lindsay East River Park-East River Park Zone 6,103,2,9,10002
M144-DF0393,Activated,A,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN06,East River Park Zone 6,M-03,M,"100,039,958",DRINKFTN,I,M144-ZN06,A-John V. Lindsay East River Park-East River Park Zone 6,103,2,9,10002
M144-DF0394,Activated,E High Low,2,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN06,East River Park Zone 6,M-03,M,"100,039,988",DRINKFTN,I,M144-ZN06,E High Low-John V. Lindsay East River Park-East River Park Zone 6,103,2,9,10002
M144-DF0395,Activated,A,1,TRUE,FALSE,"In Playground, Under Tree",TRUE,M144,John V. Lindsay East River Park,M144-01,East River Playground,M-03,M,"100,039,932",DRINKFTN,I,M144-01,A-John V. Lindsay East River Park-East River Playground,103,2,9,10002
M144-DF0396,Activated,E High Low,2,TRUE,FALSE,"Near Ballfield, Just Outside Playground",TRUE,M144,John V. Lindsay East River Park,M144-ZN06,East River Park Zone 6,M-03,M,"100,039,954",DRINKFTN,I,M144-ZN06,E High Low-John V. Lindsay East River Park-East River Park Zone 6,103,2,9,10002
M144-DF0397,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN06,East River Park Zone 6,M-03,M,"100,039,933",DRINKFTN,I,M144-ZN06,E-John V. Lindsay East River Park-East River Park Zone 6,103,2,9,10002
M144-DF0683,Activated,Bottle Filler High Low,3,,FALSE,"Under_Tree,Near_Ballfield",TRUE,M144,John V. Lindsay East River Park,M144-ZN05,East River Park Zone 5,M-03,M,"100,043,237",DRINKFTN,I,M144-ZN05,Bottle Filler High Low-John V. Lindsay East River Park-East River Park Zone 5,103,2,9,10002
M144-DF0684,Activated,F High Low,2,,FALSE,Near_Ballfield,TRUE,M144,John V. Lindsay East River Park,M144-ZN05,East River Park Zone 5,M-03,M,"100,043,243",DRINKFTN,I,M144-ZN05,F High Low-John V. Lindsay East River Park-East River Park Zone 5,103,2,9,10002
M145-DF0270,NotYetActivated,D,1,,FALSE,,TRUE,M145,Albert Capsouto Park,M145,,M-01,M,"100,039,804",DRINKFTN,I,M145,D-Albert Capsouto Park,101,1,1,10013
M148-DF0515,Activated,F,1,TRUE,TRUE,"In Playground, Near Ballfield",TRUE,M148,White Playground,M148,,M-11,M,"100,040,136",DRINKFTN,I,M148,F-White Playground,111,8,23,10029
M148-DF0516,Activated,F,1,TRUE,FALSE,"In Playground, Near Ballfield",TRUE,M148,White Playground,M148,,M-11,M,"100,040,168",DRINKFTN,I,M148,F-White Playground,111,8,23,10029
M154-DF0657,Activated,F,1,TRUE,FALSE,"In Shade, In Playground, Near Ballfield",TRUE,M154,Mathews-Palmer Playground,M154,,M-04,M,"100,040,457",DRINKFTN,I,M154,F-Mathews-Palmer Playground,104,3,18,10036
M154-DF0658,Activated,F High Low,2,TRUE,FALSE,"In Shade, Under Tree, In Playground",TRUE,M154,Mathews-Palmer Playground,M154,,M-04,M,"100,040,476",DRINKFTN,I,M154,F High Low-Mathews-Palmer Playground,104,3,18,10036
M154-DF0659,Activated,F High Low,2,TRUE,FALSE,"In Shade, Under Tree",TRUE,M154,Mathews-Palmer Playground,M154,,M-04,M,"100,040,463",DRINKFTN,I,M154,F High Low-Mathews-Palmer Playground,104,3,18,10036
M154-DF1006,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,M154,Mathews-Palmer Playground,M154,,M-04,M,"100,043,312",DRINKFTN,I,M154-BLG0650,Food Prep Sink-Mathews-Palmer Playground-Comfort Station,104,3,18,10036
M155-DF0424,Activated,A,1,FALSE,FALSE,"In Shade, Under Tree, Near Ballfield, In Playground",TRUE,M155,Courtney Callender Playground,M155,,M-10,M,"100,040,072",DRINKFTN,I,M155,A-Courtney Callender Playground,110,9,32,10037
M155-DF0425,Activated,D,1,TRUE,FALSE,"In Playground, Near Ballfield",TRUE,M155,Courtney Callender Playground,M155,,M-10,M,"100,040,033",DRINKFTN,I,M155,D-Courtney Callender Playground,110,9,32,10037
M158-DF0068,Activated,C,1,FALSE,FALSE,In Playground,TRUE,M158,Robert Moses Playground,M158,,M-06,M,"100,039,303",DRINKFTN,I,M158,C-Robert Moses Playground,106,4,17,10017
M158-DF0069,Activated,A,1,FALSE,FALSE,Near Ballfield,TRUE,M158,Robert Moses Playground,M158,,M-06,M,"100,039,330",DRINKFTN,I,M158,A-Robert Moses Playground,106,4,17,10017
M159-DF0528,UnderConstruction,A,1,TRUE,FALSE,Near Ballfield,TRUE,M159,Frederick Johnson Playground,M159,,M-10,M,"100,040,174",DRINKFTN,I,M159,A-Frederick Johnson Playground,110,9,32,10039
M159-DF0529,UnderConstruction,Bottle Filler,1,TRUE,FALSE,"Under Tree, Near Ballfield, In Shade",TRUE,M159,Frederick Johnson Playground,M159,,M-10,M,"100,040,128",DRINKFTN,I,M159,Bottle Filler-Frederick Johnson Playground,110,9,32,10039
M159-DF0530,UnderConstruction,E,1,TRUE,FALSE,"In Shade, Under Tree, Near Ballfield",TRUE,M159,Frederick Johnson Playground,M159,,M-10,M,"100,040,154",DRINKFTN,I,M159,E-Frederick Johnson Playground,110,9,32,10039
M159-DF0531,UnderConstruction,E High Low,2,TRUE,FALSE,"Under Tree, In Playground, Near Ballfield",TRUE,M159,Frederick Johnson Playground,M159,,M-10,M,"100,040,150",DRINKFTN,I,M159,E High Low-Frederick Johnson Playground,110,9,32,10039
M160-DF0541,Activated,C,1,TRUE,FALSE,"Under Tree, In Shade, Near Ballfield, Just Outside Playground",TRUE,M160,Fred Samuel Playground,M160,,M-10,M,"100,040,095",DRINKFTN,I,M160,C-Fred Samuel Playground,110,9,32,10030
M160-DF0542,Activated,C,1,TRUE,FALSE,"Under Tree, In Playground, Near Ballfield",TRUE,M160,Fred Samuel Playground,M160,,M-10,M,"100,040,123",DRINKFTN,I,M160,C-Fred Samuel Playground,110,9,32,10030
M161-DF0141,Activated,B,1,FALSE,TRUE,"In Playground, Near Ballfield",TRUE,M161,McCaffrey Playground,M161,,M-04,M,"100,039,537",DRINKFTN,I,M161,B-McCaffrey Playground,104,3,14,10036
M161-DF0142,Activated,CS Concrete,1,FALSE,FALSE,"In Playground, Near Ballfield, Under Tree",TRUE,M161,McCaffrey Playground,M161,,M-04,M,"100,039,539",DRINKFTN,I,M161,CS Concrete-McCaffrey Playground,104,3,14,10036
M161-DF0143,Activated,CS Concrete,1,FALSE,FALSE,"In Playground, Near Ballfield, Under Tree",TRUE,M161,McCaffrey Playground,M161,,M-04,M,"100,039,589",DRINKFTN,I,M161,CS Concrete-McCaffrey Playground,104,3,14,10036
M161-DF0144,Activated,C,1,FALSE,TRUE,"In Playground, Near Ballfield, Under Tree",TRUE,M161,McCaffrey Playground,M161,,M-04,M,"100,039,559",DRINKFTN,I,M161,C-McCaffrey Playground,104,3,14,10036
M161-DF1007,Activated,Slop Sink,1,,TRUE,Indoor,FALSE,M161,McCaffrey Playground,M161,,M-04,M,"100,043,301",DRINKFTN,I,M161-BLG0647,Slop Sink-McCaffrey Playground-Comfort Station,104,3,14,10036
M164-DF0018,Activated,H,1,TRUE,FALSE,In Playground,TRUE,M164,Asser Levy Playground,M164,,M-06,M,"100,039,215",DRINKFTN,I,M164,H-Asser Levy Playground,106,4,13,10010
M164-DF0451,Activated,E High Low,2,TRUE,FALSE,"Under Tree, Near Ballfield, Just Outside Playground",TRUE,M164,Asser Levy Playground,M164,,M-06,M,"100,039,994",DRINKFTN,I,M164,E High Low-Asser Levy Playground,106,4,13,10010
M164-DF0452,Activated,E High Low,2,,FALSE,"Just Outside Playground, Near Ballfield",TRUE,M164,Asser Levy Playground,M164,,M-06,M,"100,040,022",DRINKFTN,I,M164,E High Low-Asser Levy Playground,106,4,13,10010
M164-DF1008,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,M164,Asser Levy Playground,M164,,M-06,M,"100,043,296",DRINKFTN,I,M164-BLG0666,Indoor Drinking Fountain-Asser Levy Playground- Recreation Center,106,4,13,10010
M164-DF1009,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,M164,Asser Levy Playground,M164,,M-06,M,"100,043,278",DRINKFTN,I,M164-BLG0666,Indoor Drinking Fountain-Asser Levy Playground-Recreation Center,106,4,13,10010
M164-DF1010,Activated,Drinking Fountain Sink Combination,2,,FALSE,Indoor,FALSE,M164,Asser Levy Playground,M164,,M-06,M,"100,043,305",DRINKFTN,I,M164-BLG0666,Drinking Fountain Sink Combination-Asser Levy Playground-Asser Levy Rec Center,106,4,13,10010
M164-DF1011,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,M164,Asser Levy Playground,M164,,M-06,M,"100,043,328",DRINKFTN,I,M164-BLG0666,Indoor Drinking Fountain-Asser Levy Playground-Recreation Center,106,4,13,10010
M165-DF0381,UnderConstruction,C,1,FALSE,FALSE,"Under Tree, In Playground, Near Ballfield",TRUE,M165,Baruch Playground,M165,,M-03,M,"100,039,962",DRINKFTN,I,M165,C-Baruch Playground,103,2,7,10002
M165-DF0382,UnderConstruction,E,1,TRUE,FALSE,"Under Tree, Near Ballfield, Just Outside Playground",TRUE,M165,Baruch Playground,M165,,M-03,M,"100,039,894",DRINKFTN,I,M165,E-Baruch Playground,103,2,7,10002
M165-DF0383,UnderConstruction,E,1,TRUE,FALSE,Near Ballfield,TRUE,M165,Baruch Playground,M165,,M-03,M,"100,039,916",DRINKFTN,I,M165,E-Baruch Playground,103,2,7,10002
M170-DF0301,Activated,E and Dog,2,TRUE,FALSE,Out in Open,TRUE,M170,Petrosino Square,M170,,M-02,M,"100,039,871",DRINKFTN,I,M170,E and Dog-Petrosino Square,102,1,5,10012
M171-DF0292,Activated,B,1,FALSE,FALSE,"Under Tree, Near Ballfield, In Playground",TRUE,M171,Cherry Clinton Playground,M171,,M-03,M,"100,039,872",DRINKFTN,I,M171,B-Cherry Clinton Playground,103,1,7,10002
M178-DF0428,Activated,D,1,FALSE,FALSE,"Just Outside Playground, Under Tree",TRUE,M178,Catherine Slip Malls,M178,,M-03,M,"100,040,067",DRINKFTN,I,M178,D-Catherine Slip Malls,103,1,5,10002
M180-DF0133,Activated,C,1,FALSE,TRUE,Under Tree,TRUE,M180,Lt. Wm. Tighe Triangle,M180,,M-12,M,"100,039,552",DRINKFTN,I,M180,C-Lt. Wm. Tighe Triangle,112,10,34,10034
M184-DF0326,Activated,Pedestal High Low,2,FALSE,FALSE,"Under Tree, Near Ballfield, In Playground",TRUE,M184,Samuel N. Bennerson 2nd Playground,M184,,M-07,M,"100,039,951",DRINKFTN,I,M184,Pedestal High Low-Samuel N. Bennerson 2nd Playground,107,6,20,10023
M184-DF0327,Activated,Bottle Filler High Low,3,FALSE,FALSE,"Under Tree, Near Ballfield, In Playground",TRUE,M184,Samuel N. Bennerson 2nd Playground,M184,,M-07,M,"100,039,902",DRINKFTN,I,M184,Bottle Filler High Low-Samuel N. Bennerson 2nd Playground,107,6,20,10023
M186-DF0534,Activated,A,1,TRUE,FALSE,"Under Tree, Near Ballfield, In Playground",TRUE,M186,Col. Young Playground,M186,,M-10,M,"100,040,126",DRINKFTN,I,M186,A-Col. Young Playground,110,9,32,10037
M186-DF0535,Activated,A,1,TRUE,FALSE,"Under Tree, Just Outside Playground, Near Ballfield",TRUE,M186,Col. Young Playground,M186,,M-10,M,"100,040,137",DRINKFTN,I,M186,A-Col. Young Playground,110,9,32,10037
M186-DF0536,Activated,A,1,FALSE,FALSE,Near Ballfield,TRUE,M186,Col. Young Playground,M186,,M-10,M,"100,040,178",DRINKFTN,I,M186,A-Col. Young Playground,110,9,32,10037
M186-DF0537,Activated,D,1,TRUE,FALSE,Near Ballfield,TRUE,M186,Col. Young Playground,M186,,M-10,M,"100,040,101",DRINKFTN,I,M186,D-Col. Young Playground,110,9,32,10037
M186-DF0538,Activated,A,1,TRUE,FALSE,"Just Outside Playground, Near Ballfield",TRUE,M186,Col. Young Playground,M186,,M-10,M,"100,040,127",DRINKFTN,I,M186,A-Col. Young Playground,110,9,32,10037
M186-DF0539,Activated,A,1,TRUE,FALSE,"Under Tree, In Shade, In Playground, Near Ballfield",TRUE,M186,Col. Young Playground,M186,,M-10,M,"100,040,173",DRINKFTN,I,M186,A-Col. Young Playground,110,9,32,10037
M186-DF0540,Activated,A,1,TRUE,TRUE,"Under Tree, Near Ballfield, In Playground",TRUE,M186,Col. Young Playground,M186,,M-10,M,"100,040,097",DRINKFTN,I,M186,A-Col. Young Playground,110,9,32,10037
M187-DF0519,Broken,C,1,FALSE,FALSE,Near Ballfield,TRUE,M187,Marx Brothers Playground,M187,,M-11,M,"100,040,111",DRINKFTN,I,M187,C-Marx Brothers Playground,111,8,23,10029
M190-DF0488,Activated,C,1,FALSE,FALSE,In Playground,TRUE,M190,Sheltering Arms Playground,M190,,M-09,M,"100,040,056",DRINKFTN,I,M190,C-Sheltering Arms Playground,109,7,26,10027
M190-DF0489,Activated,CS Concrete,1,TRUE,FALSE,"In Shade, In Playground",TRUE,M190,Sheltering Arms Playground,M190,,M-09,M,"100,040,081",DRINKFTN,I,M190,CS Concrete-Sheltering Arms Playground,109,7,26,10027
M190-DF1070,Activated,CS Metal,1,,FALSE,On wall,TRUE,M190,Sheltering Arms Playground,M190,,M-09,M,"100,043,291",DRINKFTN,I,M190,CS Metal-Sheltering Arms Playground,109,7,26,10027
M190-DF1071,Activated,CS Metal,1,,FALSE,On wall,TRUE,M190,Sheltering Arms Playground,M190,,M-09,M,"100,043,319",DRINKFTN,I,M190,CS Metal-Sheltering Arms Playground,109,7,26,10027
M190-DF1108,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,M190,Sheltering Arms Playground,M190,,M-09,M,"100,043,259",DRINKFTN,I,M190-BLG1497,Indoor Drinking Fountain-Sheltering Arms Playground-Comfort Station,109,7,26,10027
M190-DF1111,Activated,Water Cooler,1,,FALSE,Indoor,FALSE,M190,Sheltering Arms Playground,M190,,M-09,M,"100,043,294",DRINKFTN,I,M190-BLG1497,Water Cooler-Sheltering Arms Playground-Comfort Station,109,7,26,10027
M190-DF1112,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,M190,Sheltering Arms Playground,M190,,M-09,M,"100,043,286",DRINKFTN,I,M190-BLG1497,Indoor Fountain-Sheltering Arms Playground-Comfort Station,109,7,26,10027
M192-DF0249,Broken,CS Concrete,1,TRUE,FALSE,Out in Open,TRUE,M192,Stanley Isaacs Playground,M192,,M-08,M,"100,039,755",DRINKFTN,I,M192,CS Concrete-Stanley Isaacs Playground,111,8,23,10029
M192-DF0250,Activated,A,1,FALSE,FALSE,Under Tree,TRUE,M192,Stanley Isaacs Playground,M192,,M-08,M,"100,039,786",DRINKFTN,I,M192,A-Stanley Isaacs Playground,108,5,19,10128
M192-DF0890,Activated,CS Concrete,1,,FALSE,,TRUE,M192,Stanley Isaacs Playground,M192,,M-08,M,"100,043,260",DRINKFTN,I,M192,CS Concrete-Stanley Isaacs Playground,108,5,19,10128
M193-DF0547,UnderConstruction,A,1,TRUE,FALSE,"Under Tree, Near Ballfield, Just Outside Playground",TRUE,M193,Abraham Lincoln Playground,M193,,M-11,M,"100,040,125",DRINKFTN,I,M193,A-Abraham Lincoln Playground,111,9,25,10037
M193-DF0548,UnderConstruction,A,1,TRUE,FALSE,"In Playground, Under Tree",TRUE,M193,Abraham Lincoln Playground,M193,,M-11,M,"100,040,180",DRINKFTN,I,M193,A-Abraham Lincoln Playground,111,9,25,10037
M194-DF0426,Activated,E,1,TRUE,FALSE,In Playground,TRUE,M194,Alfred E. Smith Playground,M194,,M-03,M,"100,040,045",DRINKFTN,I,M194,E-Alfred E. Smith Playground,103,1,5,10038
M194-DF0434,Activated,E,1,TRUE,FALSE,Near Ballfield,TRUE,M194,Alfred E. Smith Playground,M194,,M-03,M,"100,040,000",DRINKFTN,I,M194,E-Alfred E. Smith Playground,103,1,5,10038
M194-DF1012,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,M194,Alfred E. Smith Playground,M194,,M-03,M,"100,043,310",DRINKFTN,I,M194-BLG1534,Indoor Drinking Fountain-Alfred E. Smith Playground-Recreation Center,103,1,5,10038
M194-DF1013,Activated,Bathroom Sink,1,,FALSE,Indoor,FALSE,M194,Alfred E. Smith Playground,M194,,M-03,M,"100,043,333",DRINKFTN,I,M194-BLG1534,Bathroom Sink-Alfred E. Smith Playground-Recreation Center,103,1,5,10038
M194-DF1014,Activated,Food Prep Sink,1,,FALSE,Indoor,FALSE,M194,Alfred E. Smith Playground,M194,,M-03,M,"100,043,313",DRINKFTN,I,M194-BLG1534,Food Prep Sink-Alfred E. Smith Playground,103,1,5,10038
M194-DF1015,Activated,Indoor Drinking Fountain,1,,FALSE,Indoor,FALSE,M194,Alfred E. Smith Playground,M194,,M-03,M,"100,043,236",DRINKFTN,I,M194-BLG1534,Indoor Drinking Fountain-Alfred E. Smith Playground-Recreation Center,103,1,5,10038
M195-DF0384,Broken,A,1,TRUE,FALSE,"Near Ballfield, In Playground",TRUE,M195,Sidney Hillman Playground,M195,,M-03,M,"100,039,912",DRINKFTN,I,M195,A-Sidney Hillman Playground,103,1,7,10002
M196-DF0435,UnderConstruction,A,1,FALSE,FALSE,"Under Tree, In Playground, Near Ballfield",TRUE,M196,Playground One,M196,,M-03,M,"100,040,062",DRINKFTN,I,M196,A-Playground One,103,1,5,10038
M196-DF0436,UnderConstruction,A,1,FALSE,FALSE,"Just Outside Playground, Near Ballfield, Under Tree",TRUE,M196,Playground One,M196,,M-03,M,"100,039,992",DRINKFTN,I,M196,A-Playground One,103,1,5,10038
Q082-DF0766,Activated,A,1,FALSE,TRUE,Under Tree,TRUE,Q082,Wayanda Park,Q082,,Q-13,Q,"100,040,134",DRINKFTN,I,Q082,A-Wayanda Park,413,27,105,11429
